index,Order ID,Date,Category,Size,Qty,currency,Amount,ship-city,ship-state,ship-country,B2B
69818,403-0274090-6113962,05-15-22,Western Dress,S,1,INR,771.0,MALAPPURAM,KERALA,IN,False
69820,171-5655076-6525966,05-15-22,Western Dress,XL,1,INR,792.0,Mumbai,MAHARASHTRA,IN,False
69822,406-4599470-1124369,05-15-22,Western Dress,L,1,INR,690.0,HYDERABAD,TELANGANA,IN,False
69824,403-9302023-0053152,05-15-22,Set,3XL,1,INR,629.0,GURGAON,HARYANA,IN,False
69829,402-5442801-1999537,05-15-22,kurta,L,1,INR,345.0,PILKHUWA,UTTAR PRADESH,IN,False
69830,408-5610374-7123560,05-15-22,kurta,L,1,INR,0.0,KORBA,CHHATTISGARH,IN,False
69835,408-3059427-0078732,05-15-22,Western Dress,XL,1,INR,599.0,HYDERABAD,TELANGANA,IN,False
69836,408-3059427-0078732,05-15-22,Western Dress,XL,1,INR,665.0,HYDERABAD,TELANGANA,IN,False
69837,408-3059427-0078732,05-15-22,Western Dress,XXL,1,INR,825.0,HYDERABAD,TELANGANA,IN,False
69838,408-3059427-0078732,05-15-22,Western Dress,XL,2,INR,1582.0,HYDERABAD,TELANGANA,IN,False
69839,407-7377617-3372337,05-15-22,kurta,XXL,1,INR,399.0,KOLKATA,WEST BENGAL,IN,False
69841,171-8918583-4809137,05-15-22,Set,S,1,INR,631.0,KOIPADY,KERALA,IN,False
69844,408-5733036-5025159,05-15-22,Set,L,1,INR,799.0,VASAI East,MAHARASHTRA,IN,False
69845,405-1334716-6495556,05-15-22,Set,XL,1,INR,648.0,NOIDA,UTTAR PRADESH,IN,False
69848,402-9943721-4016343,05-15-22,Set,XL,1,INR,539.0,BENGALURU,KARNATAKA,IN,False
69849,402-9943721-4016343,05-15-22,Western Dress,XL,1,INR,771.0,BENGALURU,KARNATAKA,IN,False
69852,403-5529645-2352331,05-15-22,Set,XL,1,INR,1063.0,Madhurawada,ANDHRA PRADESH,IN,False
69859,406-7165848-1417962,05-15-22,kurta,XL,1,INR,771.0,KUNNATHUNAD,KERALA,IN,False
69860,403-3917445-3622709,05-15-22,Set,XL,1,INR,499.0,NAGPUR,MAHARASHTRA,IN,False
69861,406-9329685-7978734,05-15-22,Western Dress,M,1,INR,771.0,MUMBAI,MAHARASHTRA,IN,False
69864,171-5249390-1024360,05-15-22,Western Dress,L,1,INR,625.0,PUNE,MAHARASHTRA,IN,False
69865,171-1260214-9115513,05-15-22,Western Dress,L,1,INR,690.0,GURUGRAM,HARYANA,IN,False
69866,404-5228600-6179552,05-15-22,Set,XL,1,INR,1063.0,ORAI,UTTAR PRADESH,IN,False
69867,171-7199070-3569111,05-15-22,Top,L,1,INR,338.0,BENGALURU,KARNATAKA,IN,False
69871,407-8361255-1921106,05-15-22,Western Dress,XL,1,INR,771.0,Ahmedabad,Gujarat,IN,False
69872,407-8361255-1921106,05-15-22,Western Dress,XL,1,INR,771.0,Ahmedabad,Gujarat,IN,False
69883,403-0119053-3794760,05-15-22,Set,S,1,INR,824.0,MAPUSA,GOA,IN,False
69891,403-1568434-8958715,05-15-22,Western Dress,M,1,INR,859.0,BENGALURU,KARNATAKA,IN,False
69892,403-1568434-8958715,05-15-22,Top,M,1,INR,423.0,BENGALURU,KARNATAKA,IN,False
69893,171-1712844-8701946,05-15-22,Set,XL,1,INR,613.0,NAVI MUMBAI,MAHARASHTRA,IN,False
69894,408-5751768-0277126,05-15-22,Set,XL,1,INR,0.0,SOUTH WEST DELHI,New Delhi,IN,False
69902,408-6523420-7946724,05-15-22,Western Dress,M,1,INR,791.0,GHAZIABAD,UTTAR PRADESH,IN,False
69906,402-4474148-3320312,05-15-22,Set,XS,1,INR,635.0,CUTTACK,ODISHA,IN,False
69908,171-6647059-1045953,05-15-22,Western Dress,XXL,1,INR,771.0,HYDERABAD,TELANGANA,IN,False
69914,402-7201064-8545153,05-15-22,kurta,L,1,INR,449.0,CHANDIGARH,CHANDIGARH,IN,False
69915,405-6662502-6990767,05-15-22,kurta,XL,1,INR,376.0,BENGALURU,KARNATAKA,IN,False
69916,403-0690930-3066739,05-15-22,Set,S,1,INR,666.0,DHARWAD,KARNATAKA,IN,False
69917,171-1734373-9717135,05-15-22,kurta,XL,1,INR,376.0,Hyderabad,TELANGANA,IN,False
69918,403-2289943-3595522,05-15-22,Western Dress,M,1,INR,771.0,CHANDIGARH,CHANDIGARH,IN,False
69925,407-9146685-8130700,05-15-22,Set,M,1,INR,999.0,HYDERABAD,TELANGANA,IN,False
69929,408-7900986-8776324,05-15-22,kurta,XL,1,INR,432.0,MUMBAI,MAHARASHTRA,IN,False
69936,403-3821143-0205926,05-15-22,kurta,XXL,1,INR,459.0,Mumbai,MAHARASHTRA,IN,False
69939,405-3682863-2488344,05-15-22,Top,S,1,INR,360.0,KATTANAM,KERALA,IN,False
69940,171-4023071-2213922,05-15-22,Set,XXL,1,INR,833.0,NEW DELHI,DELHI,IN,False
69941,407-3849337-7559554,05-15-22,Set,L,1,INR,475.0,KOLACHAL,TAMIL NADU,IN,False
69943,403-3414387-4273969,05-15-22,Set,L,1,INR,1523.0,DHENKANAL,ODISHA,IN,False
69944,402-1286922-8269156,05-15-22,kurta,XXL,1,INR,477.0,BENGALURU,KARNATAKA,IN,False
69945,171-1728162-7171523,05-15-22,Western Dress,3XL,1,INR,885.0,BENGALURU,KARNATAKA,IN,False
69947,402-9383111-5556349,05-15-22,Top,L,1,INR,341.0,BENGALURU,KARNATAKA,IN,False
69949,403-7347609-9565946,05-15-22,Set,M,1,INR,1186.0,JATANI,ODISHA,IN,False
69951,403-1367931-0497114,05-15-22,kurta,L,1,INR,449.0,HYDERABAD,TELANGANA,IN,False
69955,408-4026041-3163569,05-15-22,Set,L,1,INR,999.0,NILAMBUR,KERALA,IN,False
69956,402-1795529-4080333,05-15-22,kurta,XL,1,INR,459.0,ATMAKUR,ANDHRA PRADESH,IN,False
69957,402-1795529-4080333,05-15-22,kurta,XL,1,INR,449.0,ATMAKUR,ANDHRA PRADESH,IN,False
69958,402-1795529-4080333,05-15-22,kurta,XL,1,INR,459.0,ATMAKUR,ANDHRA PRADESH,IN,False
69959,402-1795529-4080333,05-15-22,kurta,XL,1,INR,359.0,ATMAKUR,ANDHRA PRADESH,IN,False
69965,407-8585845-6882715,05-15-22,Western Dress,XXL,1,INR,771.0,SILVASSA,DADRA AND NAGAR,IN,False
69966,407-2240921-4747532,05-15-22,Western Dress,L,1,INR,771.0,MUMBAI 400066,MAHARASHTRA,IN,False
69968,405-0000852-1461915,05-15-22,Set,L,1,INR,560.0,ATTAYAMPATTI,TAMIL NADU,IN,False
69969,402-1176156-3524348,05-15-22,kurta,XL,1,INR,405.0,DHULE,MAHARASHTRA,IN,False
69973,408-6506622-3496317,05-15-22,Set,XL,1,INR,0.0,SAHARANPUR,UTTAR PRADESH,IN,False
69974,403-0906805-3432304,05-15-22,Set,L,1,INR,999.0,MOHALI,PUNJAB,IN,False
69976,407-6342106-1522714,05-15-22,Western Dress,L,1,INR,771.0,Thrissur,KERALA,IN,False
69977,407-6342106-1522714,05-15-22,Western Dress,L,1,INR,771.0,Thrissur,KERALA,IN,False
69979,408-0485888-8576356,05-15-22,Top,XS,1,INR,371.0,KHED,MAHARASHTRA,IN,False
69983,408-7584677-3980321,05-15-22,Top,S,1,INR,599.0,DEHRADUN,UTTARAKHAND,IN,False
69986,402-4573200-2397152,05-15-22,kurta,4XL,1,INR,836.0,PATHANKOT,PUNJAB,IN,False
69989,406-0262185-3701100,05-15-22,Set,XS,1,INR,631.0,IRINGAL,KERALA,IN,False
69992,402-4380204-5275515,05-15-22,Top,XL,1,INR,518.0,CHENNAI,TAMIL NADU,IN,False
69995,404-3823788-7905104,05-15-22,Western Dress,XL,1,INR,771.0,SAHARSA,BIHAR,IN,False
69996,171-0517365-3917944,05-15-22,Set,M,1,INR,759.0,BENGALURU,KARNATAKA,IN,False
69997,402-9079381-1837166,05-15-22,Set,XXL,1,INR,1186.0,AMRELI,Gujarat,IN,False
69998,406-2273480-0577121,05-15-22,Set,L,1,INR,696.0,Thane,MAHARASHTRA,IN,False
70001,405-7512539-9736318,05-15-22,Western Dress,L,1,INR,771.0,PORT BLAIR,ANDAMAN & NICOBAR ,IN,False
70003,403-9002517-0272350,05-15-22,Set,M,1,INR,1072.0,HYDERABAD,TELANGANA,IN,False
70008,408-3068155-3989137,05-15-22,kurta,M,1,INR,0.0,NOIDA,UTTAR PRADESH,IN,False
70012,408-4066547-3465956,05-15-22,kurta,L,1,INR,618.0,JAIPUR,RAJASTHAN,IN,False
70013,408-7272922-9407520,05-15-22,Set,S,1,INR,641.0,CHENNAI,TAMIL NADU,IN,False
70015,171-4078034-9694713,05-15-22,Ethnic Dress,M,1,INR,373.0,Arvi,MAHARASHTRA,IN,False
70016,407-1741931-7114733,05-15-22,Set,M,1,INR,771.0,GHAZIABAD,UTTAR PRADESH,IN,False
70017,403-0442126-6603536,05-15-22,Top,S,1,INR,518.0,BANGALORE,KARNATAKA,IN,False
70019,408-0868442-8285908,05-15-22,Western Dress,M,1,INR,0.0,PATNA,BIHAR,IN,False
70020,171-1148950-2648366,05-15-22,Western Dress,S,1,INR,665.0,NEW DELHI,DELHI,IN,False
70022,403-6437793-2145924,05-15-22,kurta,L,1,INR,399.0,KOLKATA,WEST BENGAL,IN,False
70023,408-0311682-7406745,05-15-22,kurta,5XL,1,INR,1099.0,BENGALURU,KARNATAKA,IN,False
70025,408-9112108-7803506,05-15-22,kurta,XL,1,INR,0.0,UDAIPUR,RAJASTHAN,IN,False
70026,402-3140012-5776348,05-15-22,Set,M,1,INR,1349.0,Amravati,MAHARASHTRA,IN,False
70031,403-5872727-7265154,05-15-22,Set,XL,1,INR,666.0,THANE,MAHARASHTRA,IN,False
70033,403-1342327-9797911,05-15-22,Western Dress,M,1,INR,771.0,MADHURAWADA,ANDHRA PRADESH,IN,False
70038,402-6996410-9886751,05-15-22,Top,XL,1,INR,690.0,MUMBAI,MAHARASHTRA,IN,False
70044,405-5349253-6081937,05-15-22,Set,M,1,INR,881.0,Kohima,NAGALAND,IN,False
70047,403-9069621-4352349,05-15-22,Set,XL,1,INR,1186.0,NURPUR,HIMACHAL PRADESH,IN,False
70049,407-9914227-6549131,05-15-22,Western Dress,L,1,INR,771.0,"Kaloor, KOCHI",KERALA,IN,False
70053,408-4898634-2227536,05-15-22,Western Dress,M,1,INR,791.0,BENGALURU,KARNATAKA,IN,False
70055,404-1398672-8529962,05-15-22,Set,XS,1,INR,614.0,MYSURU,KARNATAKA,IN,False
70059,406-3506493-8219506,05-15-22,Set,XXL,1,INR,631.0,FARIDABAD,HARYANA,IN,False
70061,404-8542398-2769149,05-15-22,Set,M,1,INR,759.0,NEW DELHI,DELHI,IN,False
70062,408-3205942-7465125,05-15-22,Western Dress,3XL,1,INR,771.0,KARJAT RAIGARH DISTRICT,MAHARASHTRA,IN,False
70065,406-9185920-3638750,05-15-22,Western Dress,S,1,INR,869.0,HYDERABAD,TELANGANA,IN,False
70069,407-6869025-7245151,05-15-22,Western Dress,L,1,INR,771.0,ASANSOL,WEST BENGAL,IN,False
70070,406-4555406-4128361,05-15-22,Set,3XL,1,INR,1523.0,LATUR,MAHARASHTRA,IN,False
70072,405-4722688-8051556,05-15-22,Set,XS,1,INR,499.0,BENGALURU,KARNATAKA,IN,False
70074,402-1252545-5725914,05-15-22,kurta,M,1,INR,469.0,NARSAMPET,TELANGANA,IN,False
70080,406-0226274-9417915,05-15-22,Set,3XL,1,INR,1369.0,ERODE,TAMIL NADU,IN,False
70081,406-0226274-9417915,05-15-22,Set,3XL,1,INR,1099.0,ERODE,TAMIL NADU,IN,False
70082,406-0226274-9417915,05-15-22,Set,3XL,1,INR,949.0,ERODE,TAMIL NADU,IN,False
70083,406-0226274-9417915,05-15-22,Set,3XL,1,INR,1186.0,ERODE,TAMIL NADU,IN,False
70085,403-2054347-3652363,05-15-22,kurta,XL,1,INR,376.0,SRIPERUMBUDUR,TAMIL NADU,IN,False
70086,403-0007200-7119505,05-15-22,Western Dress,S,1,INR,566.0,BENGALURU,KARNATAKA,IN,False
70088,171-0238821-7232308,05-15-22,Set,L,1,INR,999.0,HYDERABAD,TELANGANA,IN,False
70093,171-2767378-6141100,05-15-22,Set,L,1,INR,999.0,GANGTOK,SIKKIM,IN,False
70098,405-4034410-6005140,05-15-22,Set,L,1,INR,537.0,VIJAYAWADA,ANDHRA PRADESH,IN,False
70100,407-1307596-1934728,05-15-22,kurta,3XL,1,INR,487.0,BENGALURU,KARNATAKA,IN,False
70101,407-1307596-1934728,05-15-22,kurta,XXL,1,INR,487.0,BENGALURU,KARNATAKA,IN,False
70104,403-1145384-6289948,05-15-22,kurta,XXL,1,INR,348.0,PUNE,MAHARASHTRA,IN,False
70105,408-3358237-5583561,05-15-22,Set,L,1,INR,999.0,CHENNAI,TAMIL NADU,IN,False
70107,407-1148504-2357911,05-15-22,kurta,XXL,1,INR,575.0,BUXAR,BIHAR,IN,False
70115,404-6131211-4795553,05-15-22,Western Dress,3XL,1,INR,885.0,CHENNAI,TAMIL NADU,IN,False
70119,171-6571279-4471546,05-15-22,Set,XS,1,INR,850.0,EDATHALA,KERALA,IN,False
70120,171-6571279-4471546,05-15-22,Top,XS,1,INR,423.0,EDATHALA,KERALA,IN,False
70121,171-6571279-4471546,05-15-22,Western Dress,XS,1,INR,519.0,EDATHALA,KERALA,IN,False
70132,403-0646949-6199522,05-15-22,Top,XXL,1,INR,387.0,Pune,MAHARASHTRA,IN,False
70133,407-5752720-3712304,05-15-22,Set,3XL,1,INR,1132.0,LUCKNOW,UTTAR PRADESH,IN,False
70134,406-0225984-9912364,05-15-22,Top,L,1,INR,446.0,PUNE,MAHARASHTRA,IN,False
70135,171-0338504-1689149,05-15-22,Set,XXL,1,INR,1369.0,BARGARH,ODISHA,IN,False
70139,404-2951757-7167502,05-15-22,Western Dress,XXL,1,INR,771.0,HYDERABAD,TELANGANA,IN,False
70140,405-1633498-5513945,05-15-22,Western Dress,L,1,INR,771.0,SALEM,TAMIL NADU,IN,False
70141,402-5049384-3598749,05-15-22,Set,XL,1,INR,699.0,NOIDA,UTTAR PRADESH,IN,False
70142,171-4859478-0839531,05-15-22,Set,M,1,INR,852.0,Jaipur,RAJASTHAN,IN,False
70144,402-8456951-9239521,05-14-22,kurta,M,1,INR,435.0,Navi Mumbai,MAHARASHTRA,IN,False
70145,402-8456951-9239521,05-14-22,kurta,M,1,INR,435.0,Navi Mumbai,MAHARASHTRA,IN,False
70152,406-3539136-3472323,05-14-22,Top,L,1,INR,321.0,Delhi,Delhi,IN,False
70158,405-9492370-6417156,05-14-22,kurta,M,1,INR,517.0,PIRANGUT,MAHARASHTRA,IN,False
70160,405-9201900-9490714,05-14-22,Set,XL,1,INR,854.0,BIJNOR,UTTAR PRADESH,IN,False
70165,404-0413162-6257108,05-14-22,Set,XL,1,INR,699.0,KOLKATA,WEST BENGAL,IN,False
70166,403-2002896-2488331,05-14-22,Set,M,1,INR,799.0,BENGALURU,KARNATAKA,IN,False
70167,404-4064164-5703505,05-14-22,Set,XL,1,INR,545.0,HYDERABAD,TELANGANA,IN,False
70171,405-4882409-5248331,05-14-22,Set,S,1,INR,568.0,ADONI,ANDHRA PRADESH,IN,False
70173,406-7454310-7692353,05-14-22,kurta,S,1,INR,329.0,GHAZIABAD,UTTAR PRADESH,IN,False
70178,403-8000527-5700365,05-14-22,Top,S,1,INR,518.0,Mumbai,MAHARASHTRA,IN,False
70180,406-8057096-3073122,05-14-22,Set,S,1,INR,635.0,HYDERABAD,TELANGANA,IN,False
70182,404-8737247-6733109,05-14-22,kurta,XXL,1,INR,345.0,NOIDA,UTTAR PRADESH,IN,False
70184,171-2462167-4725121,05-14-22,Set,XL,1,INR,631.0,CHENNAI,TAMIL NADU,IN,False
70185,171-2462167-4725121,05-14-22,Set,XL,1,INR,999.0,CHENNAI,TAMIL NADU,IN,False
70186,402-1812485-6545954,05-14-22,Set,L,1,INR,899.0,NOWGONG,MADHYA PRADESH,IN,False
70187,407-4450191-1825109,05-14-22,Set,S,1,INR,988.0,Rohtak,HARYANA,IN,False
70188,407-4450191-1825109,05-14-22,Set,M,1,INR,899.0,Rohtak,HARYANA,IN,False
70189,408-6975604-4627501,05-14-22,Set,XS,1,INR,517.0,AGARTALA,TRIPURA,IN,False
70190,403-1976653-4201136,05-14-22,Set,M,1,INR,874.0,BENGALURU,KARNATAKA,IN,False
70193,404-9346498-1715519,05-14-22,Set,XXL,1,INR,888.0,chandigarh,CHANDIGARH,IN,True
70194,404-9346498-1715519,05-14-22,Set,3XL,1,INR,888.0,chandigarh,CHANDIGARH,IN,True
70199,408-2440551-4247513,05-14-22,kurta,L,1,INR,399.0,BIDAR,KARNATAKA,IN,False
70201,406-1496014-6543535,05-14-22,Set,3XL,1,INR,771.0,BODINAYAKANUR,TAMIL NADU,IN,False
70202,407-6684263-4482720,05-14-22,kurta,3XL,1,INR,325.0,VRINDAVAN,UTTAR PRADESH,IN,False
70205,403-4753386-9982755,05-14-22,Set,XL,1,INR,582.0,DHANBAD,JHARKHAND,IN,False
70206,171-3236382-3257156,05-14-22,Western Dress,L,1,INR,771.0,HYDERABAD,TELANGANA,IN,False
70207,406-5300245-2001115,05-14-22,Top,M,1,INR,301.0,NEW DELHI,DELHI,IN,False
70214,406-0158303-5289934,05-14-22,Blouse,L,1,INR,301.0,HYDERABAD,TELANGANA,IN,False
70217,402-5842208-6917156,05-14-22,kurta,L,1,INR,709.0,NAVI MUMBAI,MAHARASHTRA,IN,False
70219,406-1894304-7451534,05-14-22,Top,3XL,1,INR,345.0,AHMEDABAD,Gujarat,IN,False
70221,405-3193013-3662750,05-14-22,Western Dress,M,1,INR,771.0,Cochin,KERALA,IN,False
70228,171-7849530-4570727,05-14-22,kurta,M,1,INR,709.0,pune,MAHARASHTRA,IN,False
70231,404-1055676-8030750,05-14-22,Set,XL,1,INR,641.0,SIPCOT THOOTHUKUDI,TAMIL NADU,IN,False
70235,403-4727449-7803543,05-14-22,kurta,XL,1,INR,487.0,NELLORE,ANDHRA PRADESH,IN,False
70240,407-0277879-6337159,05-14-22,Set,S,1,INR,1099.0,NAVI MUMBAI,MAHARASHTRA,IN,False
70242,171-0530394-6397925,05-14-22,Set,M,1,INR,666.0,DEHRADUN,UTTARAKHAND,IN,False
70243,402-5425526-5309147,05-14-22,Set,XXL,1,INR,786.0,HYDERABAD,TELANGANA,IN,False
70244,406-2443730-0272333,05-14-22,kurta,M,1,INR,666.0,JAMSHEDPUR,JHARKHAND,IN,False
70246,408-4599180-9535515,05-14-22,Set,XL,1,INR,814.0,MYSURU,KARNATAKA,IN,False
70250,406-5504229-6501910,05-14-22,Western Dress,3XL,1,INR,885.0,Rewari,HARYANA,IN,False
70256,406-5384772-8358703,05-14-22,Set,XXL,1,INR,693.0,Ranchi,JHARKHAND,IN,False
70257,406-5384772-8358703,05-14-22,Set,XXL,1,INR,599.0,Ranchi,JHARKHAND,IN,False
70258,406-5384772-8358703,05-14-22,Set,XXL,1,INR,599.0,Ranchi,JHARKHAND,IN,False
70262,171-0506414-7282727,05-14-22,Western Dress,L,1,INR,699.0,MUMBAI,MAHARASHTRA,IN,False
70264,403-7031550-3225152,05-14-22,kurta,3XL,1,INR,487.0,"Barendrapara,near-Avinandan Furniture, PO-Sonarpur",WEST BENGAL,IN,False
70265,405-9854014-3740348,05-14-22,Top,M,1,INR,574.0,NAGPUR,MAHARASHTRA,IN,False
70266,406-5090177-6769946,05-14-22,kurta,S,1,INR,318.0,Jammu,JAMMU & KASHMIR,IN,False
70268,407-5478617-3888334,05-14-22,Top,XL,1,INR,690.0,GURUGRAM,HARYANA,IN,False
70273,406-3360477-4181101,05-14-22,Western Dress,L,1,INR,625.0,BENGALURU,KARNATAKA,IN,False
70276,406-2230685-3747531,05-14-22,Ethnic Dress,M,1,INR,690.0,LUCKNOW,UTTAR PRADESH,IN,False
70279,403-6344572-9277125,05-14-22,Bottom,S,1,INR,301.0,MAKAVARAPALEM,ANDHRA PRADESH,IN,False
70280,405-8395461-8489151,05-14-22,Set,3XL,1,INR,653.0,VADODARA,Gujarat,IN,False
70281,402-7566409-2693113,05-14-22,kurta,XXL,1,INR,487.0,BENGALURU,KARNATAKA,IN,False
70284,408-5756061-9073159,05-14-22,Western Dress,3XL,1,INR,771.0,SECUNDERABAD,TELANGANA,IN,False
70287,406-6936774-7141908,05-14-22,Western Dress,XL,1,INR,668.0,GREATER NOIDA,UTTAR PRADESH,IN,False
70291,403-5169795-7862754,05-14-22,Set,L,1,INR,648.0,KOTA,RAJASTHAN,IN,False
70294,404-1429692-9237910,05-14-22,Set,M,1,INR,666.0,SATARA,MAHARASHTRA,IN,False
70295,407-4219927-0149101,05-14-22,Set,S,1,INR,641.0,Palakkad,KERALA,IN,False
70296,171-7375859-9006711,05-14-22,Set,XL,1,INR,1237.0,KANPUR,UTTAR PRADESH,IN,False
70297,407-9502510-8866740,05-14-22,kurta,M,1,INR,301.0,TIRUCHIRAPPALLI,TAMIL NADU,IN,False
70299,406-0408360-8969918,05-14-22,Western Dress,3XL,1,INR,771.0,BODINAYAKANUR,TAMIL NADU,IN,False
70304,403-5810341-0641130,05-14-22,Western Dress,S,1,INR,771.0,BAMBOOFLAT,ANDAMAN & NICOBAR ,IN,False
70308,405-9382072-4508343,05-14-22,Ethnic Dress,M,1,INR,766.0,BENGALURU,KARNATAKA,IN,False
70314,404-4921760-9028368,05-14-22,Set,3XL,1,INR,648.0,NOIDA,UTTAR PRADESH,IN,False
70315,405-8665481-6796311,05-14-22,kurta,S,1,INR,331.0,Badvel,ANDHRA PRADESH,IN,False
70316,407-4100807-2313162,05-14-22,Top,S,1,INR,518.0,Bettiah,BIHAR,IN,False
70319,171-0558090-2860353,05-14-22,Set,L,1,INR,1477.0,SITAMARHI,BIHAR,IN,False
70326,404-2610289-4409150,05-14-22,kurta,L,1,INR,345.0,DEOBAND,UTTAR PRADESH,IN,False
70333,406-5583971-7097917,05-14-22,kurta,L,1,INR,568.0,PUNE,MAHARASHTRA,IN,False
70334,407-2521549-6012332,05-14-22,Top,XS,1,INR,388.0,KOLKATA,WEST BENGAL,IN,False
70337,408-7795559-0469933,05-14-22,Western Dress,M,1,INR,771.0,BENGALURU,KARNATAKA,IN,False
70338,171-8403028-6921939,05-14-22,Western Dress,3XL,1,INR,885.0,CHENNAI,TAMIL NADU,IN,False
70339,406-6648933-7078707,05-14-22,kurta,3XL,1,INR,517.0,AHMEDABAD,Gujarat,IN,False
70341,403-3644848-0776352,05-14-22,kurta,XXL,1,INR,432.0,GHAZIABAD,UTTAR PRADESH,IN,False
70344,406-1043915-6465926,05-14-22,Set,XXL,1,INR,1399.0,KOLKATA,WEST BENGAL,IN,False
70347,171-7923144-9498710,05-14-22,kurta,XL,1,INR,575.0,MANUGUR,TELANGANA,IN,False
70348,171-7923144-9498710,05-14-22,Western Dress,L,1,INR,771.0,MANUGUR,TELANGANA,IN,False
70350,407-7314197-4627545,05-14-22,Western Dress,L,1,INR,771.0,LUCKNOW,UTTAR PRADESH,IN,False
70353,406-5726590-9089930,05-14-22,Top,L,1,INR,574.0,SOUTH WEST DELHI,DELHI,IN,False
70355,408-6931393-8531537,05-14-22,Set,XL,1,INR,1477.0,PRAYAGRAJ,UTTAR PRADESH,IN,False
70357,407-4246638-6616320,05-14-22,kurta,XL,1,INR,301.0,Thrissur,KERALA,IN,False
70361,402-9203211-0246723,05-14-22,Set,S,1,INR,478.0,SALEM,TAMIL NADU,IN,False
70362,408-1833970-8797936,05-14-22,Top,M,1,INR,0.0,PONDA,GOA,IN,False
70363,408-3611480-6366765,05-14-22,Western Dress,XL,1,INR,899.0,NOIDA,UTTAR PRADESH,IN,False
70365,407-5854582-5309945,05-14-22,Set,3XL,1,INR,771.0,NAIHATI,WEST BENGAL,IN,False
70366,407-5854582-5309945,05-14-22,Set,3XL,1,INR,736.0,NAIHATI,WEST BENGAL,IN,False
70370,407-4864583-0456354,05-14-22,kurta,M,1,INR,666.0,GHAZIABAD,UTTAR PRADESH,IN,False
70372,171-1839724-6968341,05-14-22,Western Dress,L,1,INR,771.0,JAIJAIPUR,CHHATTISGARH,IN,False
70373,408-8324282-3795568,05-14-22,Set,M,1,INR,759.0,VADODARA,Gujarat,IN,False
70375,408-4223902-9993155,05-14-22,kurta,XXL,1,INR,441.0,BENGALURU,KARNATAKA,IN,False
70379,407-3287756-1169933,05-14-22,kurta,4XL,1,INR,1099.0,GHAZIABAD,UTTAR PRADESH,IN,False
70382,408-6479380-5839512,05-14-22,Top,L,1,INR,0.0,MUMBAI,MAHARASHTRA,IN,False
70383,171-1354984-5581152,05-14-22,Top,3XL,1,INR,574.0,KALYAN,MAHARASHTRA,IN,False
70384,405-6076147-1098717,05-14-22,Saree,Free,2,INR,1770.0,NASHIK,MAHARASHTRA,IN,False
70386,171-1075202-3194764,05-14-22,Set,L,1,INR,1299.0,AHMEDABAD,Gujarat,IN,False
70389,403-2765488-3513153,05-14-22,Set,M,1,INR,523.0,ALLAHABAD,UTTAR PRADESH,IN,False
70390,405-4461664-9801962,05-14-22,Top,XL,1,INR,434.0,CENTRAL DELHI,DELHI,IN,False
70392,405-1021059-9543515,05-14-22,Set,L,1,INR,1237.0,KARIMNAGAR,TELANGANA,IN,False
70393,405-1021059-9543515,05-14-22,Set,L,1,INR,999.0,KARIMNAGAR,TELANGANA,IN,False
70394,405-1021059-9543515,05-14-22,Set,L,1,INR,666.0,KARIMNAGAR,TELANGANA,IN,False
70395,171-3541491-4097947,05-14-22,Western Dress,XXL,1,INR,519.0,KOLKATA,WEST BENGAL,IN,False
70396,404-9403362-6553167,05-14-22,kurta,XS,1,INR,459.0,MUMBAI,MAHARASHTRA,IN,False
70398,171-3489778-7146759,05-14-22,kurta,XL,1,INR,475.0,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,IN,False
70399,171-3489778-7146759,05-14-22,Western Dress,XL,1,INR,771.0,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,IN,False
70400,403-3548264-2648319,05-14-22,kurta,XL,1,INR,376.0,Bareilly,UTTAR PRADESH,IN,False
70407,404-7368166-2714720,05-14-22,Set,M,1,INR,455.0,HYDERABAD,TELANGANA,IN,False
70408,403-5157437-9405952,05-14-22,Top,3XL,1,INR,529.0,BENGALURU,KARNATAKA,IN,False
70409,408-7589794-8522701,05-14-22,Set,XL,1,INR,685.0,"KOTDWAR, Distt. PAURI GARHWAL",UTTARAKHAND,IN,False
70413,406-0201748-3765128,05-14-22,Western Dress,M,1,INR,771.0,PUNE,MAHARASHTRA,IN,False
70415,403-2184051-7610736,05-14-22,Set,XL,1,INR,857.0,GURUGRAM,HARYANA,IN,False
70417,407-3206556-9967531,05-14-22,kurta,XL,1,INR,355.0,BENGALURU,KARNATAKA,IN,False
70418,408-2113439-9861163,05-14-22,kurta,XL,1,INR,376.0,Addanki,ANDHRA PRADESH,IN,False
70421,402-0752468-1713906,05-14-22,Set,3XL,1,INR,653.0,Pune,MAHARASHTRA,IN,False
70422,408-8396524-5488361,05-14-22,Western Dress,M,1,INR,0.0,HYDERABAD,TELANGANA,IN,False
70425,406-1571812-1901133,05-14-22,Western Dress,XS,1,INR,825.0,NEW DELHI,DELHI,IN,False
70428,403-4688550-5247517,05-14-22,Western Dress,3XL,1,INR,721.0,LUCKNOW,UTTAR PRADESH,IN,False
70434,408-1929593-5945150,05-14-22,Set,XXL,1,INR,1099.0,TIRUNELVELI,TAMIL NADU,IN,False
70437,405-6609941-9629927,05-14-22,Western Dress,L,1,INR,690.0,KORATTY,KERALA,IN,False
